# Superpotential Type
Custom
# Physical Box Size, Power, Coupling
6, 3, 0.3 0.3 0.3   3
# Nicolai Configuration Number
0
# Solution Configuration Number
7 / 8
# Sign of Determinant
1
# Norm of residue
1.12634e-15
# Configuration of a scalar field solution
   (-0.63818809130168874244,1.3287420762675783426)    (-0.85490564670289292959,2.6043744314997869793)   (-0.03344770321853106354,0.84471295145523839221)
   (0.17276870717300335523,0.36828803965879652882)       (1.221610438003844612,-0.463934834889864256)   (-1.3024451518710673525,-0.14451780621919715908)
   (0.20841571542442377529,0.58762146114711355516)    (-1.6908902890883328318,0.72753066695502799366)     (-1.5338305673968801734,1.2483802385802282853)
    (-1.2106590338073957014,1.2886037171241238042)    (0.12472944607438568587,-1.9526980959439048657)     (1.4532389361377755499,-1.2629099913440193781)
     (-1.444905713950967785,1.5655430175831017703)    (0.6779347170977844117,-0.12403098410130981855)   (-1.3282855471215628818,-0.28032300399705495364)
   (-0.6829923004984279622,0.84639959919299501134)      (1.5036924492670626918,3.2824408822978203837)    (0.57799544482482001495,0.46208461014940627187)
    (1.3709877100756642232,0.99069436305784763785)     (0.7754330863873606372,-1.2401046720132400392)   (-0.69230266485399927223,0.44632226843770256286)
   (0.2683739615158302616,-0.29719175799404590199)     (0.11239701417351573298,2.1477877362389956595)  (-0.98298022137049279046,-0.20550465406256326895)
       (1.793708891998732291,0.776957987214831447)    (0.84406241751705590737,0.13538284566119457297)     (0.5149416092390014521,-1.1071584721922327343)
    (-1.135322182305217309,0.35349612925526324725)    (-1.0452296611372471347,-3.0581881045734400359)    (-1.7491291611061690059,-0.3965382716355030368)
  (1.3358004532048941559,-0.044450353524614523437)   (-0.39912648623529384251,-1.0325471165179798128)  (-0.92011048157524744084,-0.36676906473288345412)
  (-1.3544850339416645291,0.065984532380208529845)   (1.2858932920403971512,-0.077821570127202685518)   (-0.49669435133311701236,-1.7489089570632816439)
  (-1.2450796806055108856,-0.28251703016237539323)    (1.5002098316999681327,-0.73213135649473681799)   (-0.86079684518586507824,0.20842588026531672085)
   (-0.4385374064978816433,0.76546849307828879194)     (1.0034227477128496719,0.47153104054469435757)   (-0.53638142800834154311,0.44206906057101752472)
 (-1.0449406179928129035,-0.094465976871613677179)  (-0.013296089663730319488,-1.3218162897892862251)     (-1.3972213155771306958,1.5321818672957834284)
  (0.050010036288965588336,-1.3196355175013028127)    (0.64896935864232574431,-1.7314311359371674648)      (1.8839067776931821552,-1.454370540686751534)
    (-1.655081526126993996,0.67285734867753543842)     (2.0810116527799240593,-5.5172140712881772018)   (0.29437761773991072412,-0.27174553017709124347)
  (-0.17470532471489988446,-1.0733005401496460429)       (1.5142027146091321388,3.432521122614689002)    (-0.3990517331147940272,0.04326203206214153385)
   (-1.5815807685527127902,-1.9332059031859534226)     (1.4735432446459530986,-2.9722651658540666375)   (-0.081118903093777255942,1.5883647789547488127)
 (-0.098062058059191839487,-1.5847432746963157069)   (-0.32226491967736137223,-2.2764557873282678102)     (-0.4583687982762566504,2.8044485474502724998)
 (-0.72194528138981062249,-0.99586066814941298642)      (-1.527930631735856748,1.8394929729609945657)     (0.33169145637902963664,0.5755016737333429333)
   (0.93684561517514419737,0.77839530782627486261)    (-0.03267373818474919589,2.2008338464600840645)    (-1.7674428921991576225,-1.4438971110507214934)
    (-2.45234609311146734,-0.42832698197234986282)    (-3.495529634277509512,-0.72923438029463205634)    (0.77873366539769672823,-2.7324427088628038263)
  (0.71459202065324933795,-0.48796606337894499195)       (3.416353972166158659,2.9865528446914804128)   (-1.3749972604023652512,-0.28434290529118844137)
   (0.65560025810713362659,-2.5517721683312180048)    (-14.770989557191978037,-25.693401874731485179)     (1.5683101772998946366,-1.0418356113998858969)
    (1.9343771291397888756,-1.0164936534406834312)     (-2.595122719138253764,0.30892932388609656291)     (-1.6621229562796708823,1.6180081871943456928)
  (-0.39277079139463655366,0.69748269102782245454)    (-0.43221007994089138959,1.4751328845910274268)  (-0.086039374201415830257,0.83445486198552398793)
     (0.52487904508015215121,0.979232494434278955)    (-0.73187617073328292694,1.0775393571853746355)    (-2.5589387987287954829,0.44459530709021083394)
     (-0.38065201996768122106,1.05280253465890139)     (-1.5048501761158254997,1.6450681065707846162)    (0.31614415213266755522,0.80698624203843971614)
(-0.63685880397532468322,-0.077281909359703623852)   (-0.26183712670931585942,-1.6466559066244508269)   (-2.1666052877671195809,-0.66605556012852573655)
