# Superpotential Type
Custom
# Physical Box Size, Power, Coupling
10, 3,  0.3  0.3  0.3 0.03
# Nicolai Configuration Number
0
# Solution Configuration Number
4 / 8
# Sign of Determinant
1
# Norm of residue
1.65089e-15
# Configuration of a scalar field solution
   (-2.6308047763825737064,4.1897149499103303327) (-2.2264259054041830588,-0.033746949815094254288)   (0.44103715746790739249,-1.2866262748707262276)
     (2.2258142972389629577,1.934765315511850936)    (1.1202258319750739712,0.42722397752917146141)   (-0.84164256617945343297,2.9296114143431299937)
   (1.6460080592899548613,-5.3498617465095108514)  (0.030507591281420415319,0.46498978765779103162)     (1.3144273473837346788,1.2277079720171397703)
  (-2.2360717537002843258,0.50942813342151449518)     (2.0878461610965270978,1.4616915860667851756)    (2.438688991016208174,-0.89928149190834882898)
  (0.38554732910109884569,-2.7003823931763548671)    (4.2343180981987433853,0.34492967284467324074)    (-2.1786099544977126641,2.1773907809224524179)
  (0.025489212991489210852,2.4252092683469443912)   (1.1017543997176912907,-0.50504271674519352064)    (0.37992771574561817749,1.0362523971914598953)
  (-2.4957089822371734122,-2.2578096113766812358)  (0.90841276556138239595,-0.41229045113977969006)  (-0.14695069363881338442,0.42031734115126823115)
  (-1.2453622475034626937,0.76635580177552875547)     (4.2881132833060036091,0.8209934168329756643)  (-3.7868088020998587062,-0.73697741830531082741)
  (0.76893389947696832998,0.54061158181345703166)     (-2.1906642173407449015,2.014633675027520443)  (-0.77145186037305546467,-3.9401504673010134816)
   (-2.9731466643677277872,-2.074397195430636831)    (-3.0563455483225752118,2.0323633604544202313)    (-3.2725577250454827016,1.9865245557823445477)
  (0.49939411537827504972,0.74798473995133452075)    (3.5828704757530074332,0.92481468230807950537)     (1.214139699220948998,0.95364692052642519027)
  (-0.10350588588158250725,3.2555149432674639343)   (-0.84500481869080779074,2.6504160411017392285)    (0.88411710831840739644,0.6390056114366772233)
  (-1.1937382683862127752,0.88262996933509751951)   (0.59880841302222298506,0.21571460040785209178)   (-1.7414768165969032321,-2.4494027677071352755)
   (2.8326568361746806701,0.80111179492854889261)   (-0.83102018807168120951,1.3104350186277795576)   (0.72815386785354452304,-1.5352388688908520376)
   (3.8086871404553672704,-2.2363490515525530355)    (3.1070391670753365609,-4.6265814939805132155)    (2.3465965625872877709,-2.3637008093825122579)
  (-1.7537648571228707794,0.44353259535716460515)   (-4.6755373496484473606,-2.0133152956113296028)      (2.4489381923843507316,2.123208574923819647)
    (3.1315010255049831045,1.7255583647679360038)    (-2.144952423586974799,-1.0916470540482108298)   (-1.8817142254934666745,-1.8530212102345113845)
    (2.2591899945209688028,1.4686648211055977065)   (-0.30547180940528012583,3.7288767647222837986)    (0.16461562663031109599,1.2630815442495313405)
  (-3.3629318835035970636,0.43112551455429576341)    (1.2546381842419829233,-2.0960044490251843463)   (-0.3605267680898779914,-6.1566540592734053661)
  (-2.4354176784347751905,-4.1620272208638322553)    (5.2844287817251434092,0.90060899507808533926)   (0.70280706091027056459,0.08883205422911918947)
 (-2.3268561912962000271,-0.80860915798061394621)    (3.5755794435097598694,-1.0722322081806521243)   (0.28641162934837866016,-1.1008030688473773306)
   (1.3485125168239053828,0.44995645896089686566) (-0.82779070355814809989,-0.90933666915550925847) (-0.87093656240140260305,0.063420005605156024031)
   (-1.6780473217077500614,1.0985079296515318781)   (-1.6596163106729329151,0.61058228228811239902)   (0.62678982997626031537,-1.0281267831542950653)
(-1.6117768220129524703,-0.059638912861256415665)     (1.6452211623464270129,-2.075360778583566379) (-1.6854025945014070587,-0.060611961452445996257)
  (-3.7843435445084478985,-2.3661009578215281834)    (3.662081167595554021,-0.51520127310218066796)   (2.5071747837405649051,-0.36585729891567592142)
    (4.2023062284795900112,3.6297148942100796454)    (3.8323253847774907399,-5.9152536664186845528)    (-1.3043665107168675998,4.2314509591684759116)
   (0.43815107484532461735,-2.804379018655615674)    (1.7112530617804655453,0.73095259793007716365)    (-1.6239316555815948018,5.5285958783748405665)
   (-3.8538583586901213884,1.9362320556937471228)   (-3.4035540013736365061,-4.7479665660784382553)    (-1.192160596997797084,0.85050312152550222589)
 (-9.3491859079894101825,0.039365907127958191247)  (-7.9186181409538338727,-0.83185221092706029822)   (-1.7817367063779316894,-7.5716596038277712566)
