# Superpotential Type
Custom
# Physical Box Size, Power, Coupling
16, 3,  0.3  0.3  0.3 0.03
# Nicolai Configuration Number
0
# Solution Configuration Number
3 / 8
# Sign of Determinant
1
# Norm of residue
1.17537e-15
# Configuration of a scalar field solution
  (-0.37675940782787276095,0.54758169212461282882)     (2.5279900433349480338,-2.1050491374445194914)    (3.8226663176239932262,-0.97205925138610849157)
    (-3.6519347829359531943,1.2204987968839171586)     (-1.0043924452549310988,1.9926284804559271091)     (-5.5957780035110689099,3.3303284931607333164)
     (0.9092330621016260217,3.3579751302464790896)    (0.40196320787544292941,-3.9083084272958585892)      (2.8134607881258526518,4.2846325564963123611)
   (-4.0919096245683297397,0.43901834066026013126)      (0.9891639556908132791,0.7095686269745671293)    (1.8310516961923124502,-0.32580608245398878786)
     (1.4841521579041341283,2.6924603049712629854)      (-4.6832388423653616982,3.294059514476126882)      (-2.4072851859119483997,5.504336386828558858)
     (6.2729867549883220335,4.1105961787285432152)     (-3.4175922362632338292,5.0582214170999399983)       (4.109817956347130874,3.4066105001430142529)
     (3.5373667633819430023,-9.204895476283445177)     (1.8798638890260959133,-2.8592292799084031429)    (-4.7709619180095863555,0.23245949165702364803)
    (4.4617751530171343433,-5.8438111178641669596)   (-0.11078591784212238336,0.49777819276757984124)   (-3.8900420686642127599,-0.56959463234846674506)
    (4.759356309421103326,-0.21306618183750480888)     (1.5230470923696490804,-2.8840634438961103569)     (-4.0007223283503225986,1.8724027890357652915)
  (-0.33286871657463007468,0.95553950515794572329)       (1.853704187435056383,3.5806463756867721315)   (-0.21088168135080531673,0.34523234483334430678)
    (1.216657035726360192,-0.55367782437156343178)     (-1.7094872618494270089,2.5567760259278591306)    (-2.8982325155789823157,-1.5384646873112484133)
      (3.5707439721033238378,5.855431951288343484)      (2.1307622467890325879,3.1035470623828786962)   (-0.72423415059255114024,-1.1655403812443103639)
   (-1.0879821730226262311,-1.3927342008374790083)     (-2.4970747437685174575,4.8608628416341286282)   (0.86909883105788132696,-0.20681052224708582066)
     (1.5316494013785593165,2.5172424479169186462)     (2.0793555735906066317,-2.4360250775575407189)    (2.0770405762492796242,-0.24367611656617024773)
    (-1.8953576312171236395,-4.771080101299240539)    (-5.5698645030504243536,-3.7808750813191274176)   (-0.95252952601596907467,0.90313845806496872992)
    (3.2578261962427044196,-3.0373163824046107706)   (-3.5173606274516195924,0.088518435284611535208)   (-0.14357236889262509072,-3.5878125547242811777)
     (3.3290983733067527339,2.1429032650639148194)    (-6.0448350317938661647,-5.2957570489897110022)     (-2.1258398944647147744,3.1572008880682314036)
   (0.77684092612058264216,0.40748622710975179739)      (6.9402172395521963821,3.4262782806986180617)    (-1.5587791505817665261,-3.3276624226767448356)
   (-3.1000542144906551023,-4.7775263165761048256)     (4.0940410535120159707,-2.6400318402287465958)      (-0.882472236398730292,5.6790722478288726549)
     (4.4784924373022221289,4.0163600760896276398)     (2.3425707077217508001,-2.2929817765883000469)     (2.7386618235276909417,-3.1148169410690971226)
    (0.40844354610744182388,7.3222546346121735183)     (-3.2526723520300642178,3.2054630262742200841)   (0.45293973450234198408,-0.36610312663875238526)
  (-1.6861789892380958378,-0.53896674930028498629)     (-2.2217191150553072809,3.9168478910069364218)     (-1.9731701007524982128,1.1355240177979999405)
    (-0.768440619166853911,-2.0519456293298889982)    (0.34933230696603051468,-3.9949515006984004373)   (-1.7161767856808021193,-0.94729227427428197572)
   (0.85695138792250080684,-3.9692928004983123458)      (7.3150036192723888462,2.7581867488947726663)   (-6.4358933102625677236,-0.37877343492413384496)
     (1.9765708269280999332,3.7730245938421367313)      (-3.102217976756333595,7.9100525638010239504)     (-0.90450045621759933567,8.225055311734880803)
    (-2.0763777712502440309,2.7545009261940220924)      (3.8723534461522803873,8.7754894349588870028)    (-6.7041126117774050286,-1.1648608050268791647)
   (-4.5691276787621868394,-1.8283815629531205982)      (5.058196536719756331,-1.4586440224224661577)     (-3.3194497797062250122,-2.538494249759943866)
   (-0.31653350812369746015,2.6944614225488288106)     (1.7164534899718393302,-4.0650242168297232581)     (6.7918027483015288581,-1.7550167758178814026)
   (0.30022928471378779181,-6.0956180982895569187)     (2.3750683559025591585,0.64283636233730634402)     (-1.8502464918618695133,-4.877007300737758122)
      (3.134838333702193669,1.6888127391443363834)     (-10.664673768340236393,1.3619815679416442666)      (1.9646881543987595453,1.3326365727997544486)
     (4.8233814891091348898,5.2827943179246341643)     (5.0214644213769243919,-5.9488323644744616203)     (-1.2946295144335613347,3.1262545907792742561)
    (2.6187116651295876402,-3.1442715204774782656)    (-6.4381660341494644229,-2.1372067696639418521)    (-3.084145456140084729,-0.59907496474550592236)
   (-4.2071525852009443724,-3.3002179146541812393)   (-2.9893091855633340259,-0.68087015246436077831)    (-3.0904433346330830723,0.66198694022199044973)
   (-1.9945889772580354116,-2.6023758193973351993)     (1.0760681823447832972,0.68813411152859860209)   (0.86294515214209743803,-0.87925373192178779558)
     (1.8617869897517325128,6.9424056304364665237)   (-2.2964485441353574835,-0.79149873792927760707)      (1.9464781574028433564,1.6057105255460610849)
    (4.4937845737992558881,-3.8784054303720805201)    (-4.6227420209898895109,-4.5595214897626350492)      (-3.236235526543080443,2.8408373016872490169)
