# Superpotential Type
Custom
# Physical Box Size, Power, Coupling
16, 3,  0.3  0.3  0.3 0.03
# Nicolai Configuration Number
0
# Solution Configuration Number
2 / 8
# Sign of Determinant
1
# Norm of residue
1.17465e-15
# Configuration of a scalar field solution
 (-0.38040735655476021204,0.57813910111264676939)    (2.5456894176841013966,-2.1292789609664146688)    (3.506188332470306257,-0.66569819261264984167)
    (-3.618339988945282748,1.1718136416996729476)    (-1.0244913907217898519,2.0092775844068895275)    (-5.6785734201892203998,2.3573443916000460518)
    (0.89302223146484227545,3.413658909337350611)    (0.43689465317512371501,-3.935282998630850404)     (3.1691484620055803134,4.4660653524389237745)
   (-4.0980921979251476728,0.4345667126542218095)    (1.0155486576740699878,0.71147504968275976367)   (1.8472936381377846882,-0.50508375029874408302)
    (1.4479432129326090806,2.6194157279858152343)    (-4.7059803373829849349,3.3561239844457380066)    (-3.1957852221107354573,6.0152240026643681858)
    (6.2764248997624907389,4.0924117528238177499)    (-3.4350932777483023095,5.0331681005199104817)     (4.6169829556458026332,3.1580283042153416417)
   (3.4989665454474074835,-9.2030372548065315641)    (1.8911203194997427968,-2.8300051138737574163)   (-5.6202730788411727758,0.40440267622574210815)
   (4.4260804861258584708,-5.8564755554617864419)  (-0.13538952562784953293,0.51155701283001420165)  (-3.7906735586534723303,-0.30035120728565528614)
  (4.7121136745693057435,-0.31149607796138750748)    (1.5082256350669760447,-2.8195257590640392387)    (-4.2463300478773708946,1.8570322935412910681)
 (-0.25997662372480601078,0.96953786442251488342)     (1.8391722990475793953,3.5673117373930920415)  (0.15313572037339709397,-0.41211683612593591475)
  (1.2064579959888241945,-0.61045713152894265363)    (-1.7276266329101206409,2.5871057752531525509)     (-2.24613139561559505,-1.4955950995312659035)
    (3.5269063805828886338,5.8155854100952719676)      (2.1251399185621298038,3.107852188195606491) (-0.81766880152307885865,-0.78980072230233522301)
  (-1.0699165921452322703,-1.3246796655881996063)    (-2.4937048240857437875,4.8368382622707644103)  (-0.1955349718478003318,-0.52371510706804347279)
    (1.5336025998763447298,2.5884862550910350265)    (2.1027823720254263939,-2.4374686515897985295)   (1.8354844205154845493,-0.95973819388039116607)
  (-1.9311525444623536263,-4.7056723327663227963)   (-5.5407922427244891139,-3.7669600527849875782)   (-0.64344650675522319094,0.6393463981556647413)
   (3.2621442442598902467,-2.9913742270993184391)  (-3.4944106798610885534,0.089511411926226913671)   (0.20684773679222973053,-3.3432672865710078014)
    (3.3085577302756816742,2.0954754977688758721)   (-6.0545101796917695225,-5.2646128121749464768)      (-2.1313192522359605263,3.57900758661411178)
    (0.77078030923236418026,0.430635400127835688)     (6.9554947744433572865,3.4193941363535822475)   (-2.2172796697435122049,-3.5292624287219567236)
   (-3.091504392926294198,-4.7840291726738648492)    (4.0825181465775157719,-2.6529466540063246782)    (-0.37720060388038367805,5.067647873551717197)
     (4.407650723619455313,4.0037503654529142949)    (2.3620568158376236134,-2.2798996904049846357)    (3.2174833490950676129,-3.0404493889768597903)
   (0.40306940147108727412,7.2586814879795191757)    (-3.2743548667292170506,3.2079184569564507257)  (0.96483268770750041377,0.045450057931575020553)
  (-1.654786036330047283,-0.70963798343693207382)     (-2.2902120518945530137,3.975175698196904861)    (-2.2196171075380886073,1.4529506112612360358)
  (-0.6880243811702232426,-2.0374764840121635245)   (0.37129753015753086398,-4.0543026928497329919)    (-2.5150182691763975917,-0.721692980890278446)
  (0.79609286068240459056,-4.0267976996337573325)      (7.3212802835215553543,2.808259385890751858)   (-5.3144623705800206892,-2.1807602172540687668)
    (1.9408424253175986518,3.7088100089508313495)    (-3.1190306107244283318,7.9471544785014112122)    (-0.67253830021479166223,8.811915891992677885)
   (-1.9448874182284410228,2.7498036008781112649)     (3.8035046328316290953,8.7445368712017987889)  (-6.1409340009476052202,-0.30914283981635892751)
  (-4.5375508931754602315,-1.7982528865707478882)     (5.0541965271984743424,-1.442561400653128878)    (-4.039993438059819475,-1.5264030595005995128)
   (-0.30955647795351010076,2.615917006656417243)    (1.6825902027631334246,-4.0387906426738684473)    (6.9837426715687858092,-1.5413874698436624833)
  (0.38086301650216763948,-6.1698952684392480705)    (2.3121916664701904764,0.65014904888753899392)   (-1.9856235427999830989,-3.9283878989902225598)
    (3.0105736880238116449,1.6748271881260092808)    (-10.609258959966883396,1.4026239229382029272)    (1.1726378749846684268,0.57837561324200348345)
    (4.7456997131408673596,5.2225987725710574239)    (5.0269741010562754013,-5.9016410078643692927)    (-1.1086171821682291316,2.1350997927182286951)
   (2.5968496443119577499,-3.0668398880821294838)   (-6.4467819487393684952,-2.1367918760810900025)  (-2.5558961617718738424,-0.59390985592409417659)
  (-4.1990983984369814053,-3.2513628308219684193)   (-2.9883656681783956621,-0.6908475968135621148)   (-2.9569356966363340433,0.76574815833940146348)
    (-2.002308633564549023,-2.677993325423147386)    (1.0537695292296305194,0.72819564475400033743)   (0.59871950411931540437,-1.2634560894300896905)
    (1.8598506121175111261,6.9129162212801196219)  (-2.2836467276993919207,-0.77872909965685532807)     (2.3859889665940396952,1.7526808527877928423)
    (4.5215079822858772474,-3.861331521816885548)   (-4.6273416531053319645,-4.5513639201573763415)    (-3.0663820076876908693,3.2390893429612037657)
  (-5.1853743436466430694,-5.7327053182833722644)   (-5.3976791988504588815,-3.3676587284643617615)    (0.10132717941883344348,-2.896837917386080985)
    (4.2024767462983287913,2.7809120380742564649)   (-3.4417220998358044604,-2.9448567298276171478)    (-1.0375827610230732301,3.3285802838177867002)
   (6.042860555868198702,-0.25937654040138552469)    (-4.4692641134273021208,1.7027762130899846138)   (-2.6379644944285116637,-3.3839583949653548878)
  (-3.4005888779051578474,0.41465413647386517582)    (-2.0106252273340095016,8.0751202821660257314)     (6.0592540376896595333,2.7539868845607733405)
 (-0.86973933306453099501,0.58451253446619455545)     (0.17286583146154549384,5.021496579476787403)    (-5.2242904857765974924,3.4441332797429971002)
   (4.4503146021363262363,-2.3879468193412964894)     (3.2877961554598282845,10.205054499626804443)     (4.7682408268987055422,2.8667587545280071026)
    (1.0470122410934161739,11.196652441062434846)     (4.1495775711237019578,7.3795803530078227794)    (-3.5184258850172844824,4.1414958414117482022)
  (-1.0894472330152147332,0.73259307982207111376)    (0.61296671004030733876,2.1895947452536534961)   (-10.504741749899952907,-10.442174696552152469)
    (3.2150150687315601772,2.9626780158807415333)     (1.8827642553775232326,1.6942693271735402849)        (1.5231574419976599,1.0635639031773760355)
   (2.2809715234674201589,-4.2937606902536735731)     (2.8798063820376396116,6.3884259804300569385)   (-7.8046253663077411744,-3.3847731753822247747)
 (-0.99839898221635048348,0.71596753940570034835)     (3.784072389171150963,0.26142335880197242748)    (-5.5062034271375708272,1.1501732444223577989)
     (1.538316185907874889,4.0760815004897121838)    (-1.2193640649331605186,1.7868614552327117817)    (-3.9088138473946361096,1.1575037058807577939)
    (5.0830423590096609487,3.8868045401113322512)   (-3.8906204884433379654,0.50141662132553188602)      (4.505575152745800338,-1.590302284021167134)
     (1.1302085262202132832,6.030289215498480182)   (-5.6139230227894998393,-3.4762277068647273737)     (2.4089852294366909113,4.7775083754182396945)
  (-4.8798658462849484607,0.14725208243385717877)    (-2.0711982651212088591,4.9754222434375412476)   (-5.4623296956589477702,-1.6152299822582427691)
   (-1.4045321617199328923,5.7822287623587760308)   (0.76736945429010527953,0.95377464286433077945)     (1.0710198532460442067,1.3194260914015423225)
  (0.93099523277584739223,-2.9487414735799770682)    (-4.4848152444299742569,4.9424410509455460883)    (1.5894612406839097041,-1.8547412173832014126)
  (-1.5877208730341849652,0.63473172874159977663)     (1.5875755900148229571,3.7137196523108815249)   (-3.8083218382430059634,-2.8914042687432530698)
    (9.1886166985803345852,5.4651331529542179766)     (1.9436875957309052154,1.6929800294857513254)   (-2.5024742778069866134,-2.0034301465433350664)
  (0.79282853586381751843,-3.5799666570015999945)   (-4.9039457924075868789,-1.5955787249276391915)   (-2.8471441735718014954,-8.1919718696851582251)
  (-6.2136907858330685528,-4.4485574340851421482)    (-4.7195841439232175674,3.5370837295945314338)     (1.1479996716866147644,2.0447160138450426459)
   (-6.8266672801908772072,5.2995343725504140409)  (0.92965858821154789826,-0.33583462916351436434)    (-2.9811423981083255974,5.1287103014078514462)
   (8.4954872146623170437,-4.5557172269353642946)     (4.8270921255480594425,5.4722500159233851136)   (-1.7608141978885873957,-3.8025125584492753816)
   (7.4116650187336947653,0.78585756524212535545) (-0.044877309114254741729,0.70952456204856706456)    (-4.2745643598511309236,5.0496136346291864427)
   (10.096303906106340875,-9.2563789167992371887)    (-10.651249302474393943,1.7206798703316890098)    (3.2976591979088474282,-9.4353375170525008997)
   (1.6742281904371301149,-9.6084144801740603015)     (2.6574104622762022565,5.4478247845507361546)    (4.3746363486762183115,-2.9052573869370372783)
  (-2.7455905359768646434,-3.4837423495341024449)    (-10.596941461820364339,5.1269238022328256221)    (-3.7617993626448007483,1.0435909737010351517)
   (-4.0754352724696927268,2.8202651105746796567)   (-2.0238978680968200408,-4.9979288458226962533)   (1.4705565098211703656,-0.18625359251712730879)
 (-0.16843116016355280662,-4.9730241926059015611)    (-3.3300074688902281395,2.5618427653570519098)     (1.9897677167577612067,4.2917143770428172189)
   (1.0775686958145416217,-3.2301356819420048438)   (-0.67101215420373960807,1.5318767630058562901)    (0.84189326249947915581,1.1318709900452896822)
   (-1.6095525203209037901,3.4541928233645244894)   (-1.5640861870378051091,-1.7744646766169152041)    (-3.8781819135535680054,4.9628185104297779517)
   (-5.1691386381350117318,1.7510995302316822997)     (3.3505174952037632963,2.2209230524086773784)    (2.3168657357764250726,-3.7245885397969162867)
   (-1.7380822073424648799,1.8271902923689971043)   (-1.8512336154255013554,-1.9902541336579278042)  (-0.90469803801907533458,-2.3136498005865990812)
   (-2.5478303114225946402,2.7812081488453204159)    (1.3726336999016570672,-6.0076219350382356055)    (6.6321970785665920189,-2.4171492374467566933)
   (-3.7174144452844806175,3.5601701795761062641)     (-0.222029331137105157,4.5794236204475557983)    (2.5633640742921586231,0.63833443967208969294)
  (-3.8672170454550611751,-4.5818189195216509901)    (6.2689178238438048041,-1.5048287597449401254)    (9.4412016770292019885,-3.0193248699334152008)
    (-5.9439310757829781906,0.012698014172594526)     (9.198745822473552991,-3.5332325405176359112)    (-6.0894161969652245148,4.7306239074752394203)
   (-2.2413152064647832162,12.852326651187292228)   (-9.9589206975213357964,0.66644382177432892611)  (-10.970274453663654057,-0.65329814011397691065)
  (-0.74581845611090147319,1.2258710666862369099)     (14.93725185865940297,-2.3311090274307457726)    (-6.661439023612716781,-12.412510879089030169)
   (-1.7959659224908635089,8.8874018177311402411)     (10.33347184469822011,-2.3197377667746499341)     (1.1352875005214175808,3.5498062728329276005)
   (-7.6964471827598321951,3.1092929900574106661)   (-6.0094422655678556566,0.56662953975721974675)    (6.6710454656361095616,-4.4556377186686857428)
  (-1.4365013556879133727,0.53556869685209540499)    (4.7245794314659370627,-7.8534315921577295683)    (1.6945617858898400776,0.86822903328081391106)
    (7.7927003335333813183,1.9541195458691185127)       (-8.77956301977626552,2.886015561119059214)    (-14.004959501962746415,4.0048806499730265074)
