# Superpotential Type
Custom
# Physical Box Size, Power, Coupling
12, 3,  0.3  0.3  0.3 0.03
# Nicolai Configuration Number
0
# Solution Configuration Number
4 / 8
# Sign of Determinant
1
# Norm of residue
9.2137e-15
# Configuration of a scalar field solution
    (2.4501107964079960055,0.48537182645702742212)    (-2.6127714957142638141,-1.5570010758720160826)   (0.46716885879916186797,-0.86002385726778696196)
    (-1.9964549547956624842,1.3204940348738904987)    (-1.5151116717893027275,0.72032076188330562694)     (0.38284878538963473815,1.9460906046300825434)
   (0.1258018798041538322,-0.33275032022529443809)       (3.1539942852896101222,2.615064246555621974)      (1.4731820845050556112,1.2152999873242982254)
    (-2.0445397022334783621,2.9891607861418520997)     (1.6016340109917777124,-1.1648777004745143326)     (-2.4103663301971649524,2.2976786338889865213)
     (2.8629839637242509021,-1.002623558225281597)      (1.2052720376691012927,2.2751395521479147455)      (2.0969555028465580726,1.7385957645099647806)
  (-0.20552877447319425896,-3.0246810575287796929)     (2.5908487157189332706,-1.0702858033340134636)   (1.6242598406190120741,-0.087208437889002760057)
    (4.1094099189426662733,0.15748443119174362903)    (-1.1978396428146091957,-5.6106871109645837237)      (-1.529368490922337287,1.8865965529050725547)
     (2.7082960644689126894,3.3935266194625084424)       (1.773687846611939456,3.0303754122787931458)     (-2.8815838808606764054,4.5414904148691030983)
   (2.8814016520693326306,-0.84207792568487682683)    (1.2877642628562924187,-0.58572913775352808408)      (-3.938201695408214853,3.3691585618840882432)
    (-1.8383506829875770894,1.8319934607236130208)      (1.2573294499813345571,1.3004024203763031586)     (0.6710741643414049884,-1.4399123500660191421)
     (1.4373706551127438669,1.9935566846014098896)    (0.71897433381910147432,0.20845796868948110458)   (-0.45959404335909692652,0.32271903430615361819)
    (2.5761344977063274087,-2.5200337256161700061)    (-2.2026905022812570678,-2.9639704000091713354)     (1.5201556755473826232,0.34039386817544486918)
    (0.29657854495043184384,2.2924707888223907482)     (2.0726991352953221259,0.97678010160042727517)     (1.7437932688474777621,-2.8992652533796507974)
    (4.0573422098009990222,-5.3996638566528369907)      (1.7615269693420871899,1.3351993854316148713)   (-1.0783710464906837156,-0.50051367248487377282)
     (3.0624991940252872524,2.2772641065733991717)   (1.3669058031054890368,-0.070614210537788490996)    (0.010841583504549182071,-1.762498182526880619)
